Date	logret
6/1/1979	0.01647158
7/2/1979	0.003781613
8/1/1979	0.022460432
9/4/1979	0
10/1/1979	-0.03086653
11/1/1979	0.018127817
12/3/1979	0.007221504
1/2/1980	0.024331546
2/1/1980	-0.001906308
3/3/1980	-0.046624448
4/1/1980	0.017509203
5/1/1980	0.019768573
6/2/1980	0.011557214
7/1/1980	0.027365314
8/1/1980	0.002526941
9/2/1980	0.010794834
10/1/1980	0.006902703
11/3/1980	0.042330155
12/1/1980	-0.014966312
1/2/1981	-0.020334412
2/2/1981	0.005728068
3/2/1981	0.015373423
4/1/1981	-0.010308132
5/1/1981	-0.000720006
6/1/1981	-0.004543835
7/1/1981	-0.000960939
8/3/1981	-0.027842997
9/1/1981	-0.024031627
10/1/1981	0.020836705
11/2/1981	0.015607169
12/1/1981	-0.013261931
1/4/1982	-0.007686829
2/1/1982	-0.027125485
3/1/1982	-0.004438113
4/1/1982	0.017039307
5/3/1982	-0.017349739
6/1/1982	-0.00890228
7/1/1982	-0.010101259
8/2/1982	0.047655328
9/1/1982	0.003294376
10/1/1982	0.045497745
11/1/1982	0.015347466
12/1/1982	0.006565024
1/3/1983	0.014156757
2/1/1983	0.008172131
3/1/1983	0.01414013
4/4/1983	0.031403182
5/2/1983	-0.005421775
6/1/1983	0.01381837
7/1/1983	-0.013363962
8/1/1983	0.004888123
9/1/1983	0.004389372
10/3/1983	-0.006640637
11/1/1983	0.007502773
12/1/1983	-0.003853663
1/3/1984	-0.004021029
2/1/1984	-0.017213037
3/1/1984	0.005822907
4/2/1984	0.002367178
5/1/1984	-0.026574919
6/1/1984	0.007521305
7/2/1984	-0.007204102
8/1/1984	0.043885529
9/4/1984	-0.001513859
10/1/1984	-2.61474E-05
11/1/1984	-0.006613281
12/3/1984	0.009609955
1/2/1985	0.031038711
2/1/1985	0.003731385
3/1/1985	-0.001248249
4/1/1985	-0.001999862
5/1/1985	0.022861644
6/3/1985	0.005238015
7/1/1985	-0.002110378
8/1/1985	-0.005240661
9/3/1985	-0.01534852
10/1/1985	0.018079724
11/1/1985	0.027374742
12/2/1985	0.019141677
1/2/1986	0.001026556
2/3/1986	0.029987831
3/3/1986	0.022343375
4/1/1986	-0.006188357
5/1/1986	0.021284122
6/2/1986	0.006084877
7/1/1986	-0.026264018
8/1/1986	0.029867569
9/2/1986	-0.03878716
10/1/1986	0.023141043
11/3/1986	0.009228665
12/1/1986	-0.01246255
1/2/1987	0.053757004
2/2/1987	0.015746728
3/2/1987	0.011312356
4/1/1987	-0.005001412
5/1/1987	0.002612712
6/1/1987	0.020325855
7/1/1987	0.020453968
8/3/1987	0.0149231
9/1/1987	-0.010624126
10/1/1987	-0.106588047
11/2/1987	-0.03874454
12/1/1987	0.030543655
1/4/1988	0.017213805
2/1/1988	0.017791608
3/1/1988	-0.01472773
4/4/1988	0.004073993
5/2/1988	0.00137716
6/1/1988	0.018390902
7/1/1988	-0.002356494
8/1/1988	-0.017095929
9/1/1988	0.016920272
10/3/1988	0.011132323
11/1/1988	-0.008282705
12/1/1988	0.006332359
1/3/1989	0.029836017
2/1/1989	-0.012755767
3/1/1989	0.008943183
4/3/1989	0.021226469
5/1/1989	0.014998075
6/1/1989	-0.003455329
7/3/1989	0.036776697
8/1/1989	0.006687046
9/1/1989	-0.002851501
10/2/1989	-0.011073531
11/1/1989	0.007125032
12/1/1989	0.009202998
1/2/1990	-0.030965057
2/1/1990	0.003692678
3/1/1990	0.010408103
4/2/1990	-0.011836769
5/1/1990	0.03821831
6/1/1990	-0.003876523
7/2/1990	-0.00227434
8/1/1990	-0.043022438
9/4/1990	-0.022818127
10/1/1990	-0.0029188
11/1/1990	0.02527891
12/3/1990	0.01065088
1/2/1991	0.017666687
2/1/1991	0.028278832
3/1/1991	0.009537087
4/1/1991	0.000138871
5/1/1991	0.016450408
6/3/1991	-0.021314092
7/1/1991	0.019057837
8/1/1991	0.008450611
9/3/1991	-0.008394622
10/1/1991	0.00510934
11/1/1991	-0.019498354
12/2/1991	0.045943798
1/2/1992	-0.008740138
2/3/1992	0.00414483
3/2/1992	-0.009586477
4/1/1992	0.011947777
5/1/1992	0.000418446
6/1/1992	-0.007605055
7/1/1992	0.016771742
8/3/1992	-0.010549091
9/1/1992	0.003936625
10/1/1992	0.00091378
11/2/1992	0.012947587
12/1/1992	0.004367725
1/4/1993	0.003049296
2/1/1993	0.004529275
3/1/1993	0.008045147
4/1/1993	-0.011181073
5/3/1993	0.009755672
6/1/1993	0.000327871
7/1/1993	-0.002319697
8/2/1993	0.014701936
9/1/1993	-0.004359506
10/1/1993	0.00834162
11/1/1993	-0.005643544
12/1/1993	0.004360573
1/3/1994	0.013890398
2/1/1994	-0.013248439
3/1/1994	-0.020336219
4/4/1994	0.00497903
5/2/1994	0.005350915
6/1/1994	-0.011793794
7/1/1994	0.013464963
8/1/1994	0.016029437
9/1/1994	-0.011832502
10/3/1994	0.008955034
11/1/1994	-0.017504713
12/1/1994	0.005308871
1/3/1995	0.0104177
2/1/1995	0.015390837
3/1/1995	0.011709651
4/3/1995	0.011976341
5/1/1995	0.015490405
6/1/1995	0.009144228
7/3/1995	0.01358544
8/1/1995	-0.000139105
9/1/1995	0.017074065
10/2/1995	-0.00216792
11/1/1995	0.017471176
12/1/1995	0.007510463
1/2/1996	0.013939415
2/1/1996	0.003000895
3/1/1996	0.003424579
4/1/1996	0.005794377
5/1/1996	0.009813387
6/3/1996	0.000978966
7/1/1996	-0.020336934
8/1/1996	0.008094891
9/3/1996	0.022924365
10/1/1996	0.011190111
11/1/1996	0.030751943
12/2/1996	-0.009441556
1/2/1997	0.025845146
2/3/1997	0.002566701
3/3/1997	-0.018912926
4/1/1997	0.024652103
5/1/1997	0.024722406
6/2/1997	0.01847274
7/1/1997	0.032677508
8/1/1997	-0.025702792
9/2/1997	0.022491685
10/1/1997	-0.015237674
11/3/1997	0.018944543
12/1/1997	0.006778977
1/2/1998	0.004385928
2/2/1998	0.029566086
3/2/1998	0.021166831
4/1/1998	0.003924079
5/1/1998	-0.008254046
6/1/1998	0.016798682
7/1/1998	-0.005074028
8/3/1998	-0.068438761
9/1/1998	0.026286238
10/1/1998	0.033542043
11/2/1998	0.024947643
12/1/1998	0.023818241
1/4/1999	0.017454656
2/1/1999	-0.014251413
3/1/1999	0.016529509
4/1/1999	0.016173915
5/3/1999	-0.010982207
6/1/1999	0.023021186
7/1/1999	-0.014145325
8/2/1999	-0.002724667
9/1/1999	-0.012580324
10/1/1999	0.026345071
11/1/1999	0.008200554
12/1/1999	0.024421595
1/3/2000	-0.022689638
2/1/2000	-0.008821851
3/1/2000	0.040095722
4/3/2000	-0.013584722
5/1/2000	-0.0096234
6/1/2000	0.010271773
7/3/2000	-0.007155546
8/1/2000	0.025592174
9/1/2000	-0.023871557
10/2/2000	-0.002154876
11/1/2000	-0.036244538
12/1/2000	0.001756805
1/2/2001	0.014787834
2/1/2001	-0.042053208
3/1/2001	-0.028819149
4/2/2001	0.032140836
5/1/2001	0.002205038
6/1/2001	-0.011011168
7/2/2001	-0.004689608
8/1/2001	-0.028774444
9/4/2001	-0.037026478
10/1/2001	0.007790022
11/1/2001	0.031479553
12/3/2001	0.003276879
1/2/2002	-0.006816848
2/1/2002	-0.00911362
3/1/2002	0.015669378
4/1/2002	-0.027527618
5/1/2002	-0.003962043
6/3/2002	-0.032665174
7/1/2002	-0.03574238
8/1/2002	0.002114816
9/3/2002	-0.050621872
10/1/2002	0.036009276
11/1/2002	0.024103598
12/2/2002	-0.027025832
1/2/2003	-0.012072298
2/3/2003	-0.007448083
3/3/2003	0.003614578
4/1/2003	0.033843418
5/1/2003	0.021560839
6/2/2003	0.004889559
7/1/2003	0.006989321
8/1/2003	0.007693676
9/2/2003	-0.005218583
10/1/2003	0.023236609
11/3/2003	0.003084892
12/1/2003	0.021505785
1/2/2004	0.007438979
2/2/2004	0.005270207
3/1/2004	-0.007163349
4/1/2004	-0.007354079
5/3/2004	0.005216322
6/1/2004	0.007743119
7/1/2004	-0.015153507
8/2/2004	0.000992242
9/1/2004	0.004047771
10/1/2004	0.006044057
11/1/2004	0.016446202
12/1/2004	0.013872448
1/3/2005	-0.011124778
2/1/2005	0.008133004
3/1/2005	-0.008383079
4/1/2005	-0.008822049
5/2/2005	0.012816996
6/1/2005	-6.19684E-05
7/1/2005	0.015346426
8/1/2005	-0.004901216
9/1/2005	0.003007449
10/3/2005	-0.007773869
11/1/2005	0.015018441
12/1/2005	-0.000413818
1/3/2006	0.010921621
2/1/2006	0.000196733
3/1/2006	0.004792324
4/3/2006	0.005247308
5/1/2006	-0.013638981
6/1/2006	3.76118E-05
7/3/2006	0.002203143
8/1/2006	0.009142387
9/1/2006	0.010540056
10/2/2006	0.013472613
11/1/2006	0.007093117
12/1/2006	0.005444679
1/3/2007	0.00606326
2/1/2007	-0.009592829
3/1/2007	0.004312754
4/2/2007	0.018405329
5/1/2007	0.013910767
6/1/2007	-0.007807282
7/2/2007	-0.014116525
8/1/2007	-0.000486712
